Nro.	Modular	Estante	Cod	Modulo_Estanteria	Fila	Materia	Titulo	Autor	Idioma	Tipo	Pais de Origen	Editorial	Fecha_edicion	Edicion	Nro_ejemplares	Estado Fisico	Observaciones
1490	2M-5E		Pts 10	F	F7	Petróleos	Proceedings Section X:  Symposium on the Applications of Atomic Energy to the Petroleum Industry: 	WORLD PETROLEUM CONGRESS	Ingles	Libro	New York-EEUU	Fifth World Petroleum Congress, INC	1959	Primera	1	Bueno	
1491	2M-5E		Pts 11	F	F7	Petróleos	Proceedings of the Fifth World Petroleum Congress General Volume.	WORLD PETROLEUM CONGRESS	Ingles	Libro	New York-EEUU	Fifth World Petroleum Congress, INC	1959	Primera	1	Bueno	
1492	2M-5E		Pts 12	F	F7	Petróleos	Selected documents of the International Petroleum Industry. The Democratic and Popular Republic of Algeria and Abu Dhabi (United Arab Emirates pr-1966	Organización de Países Exportadores de Petróleo	Ingles	Libro	Viena-Austria	OPEC	1979	Primera	1	Bueno	
1493	2M-5E		Pts 13	F	F7	Petróleos	Selected documents of the International Petroleum Industry. Iran pre-1966	Organización de Países Exportadores de Petróleo	Ingles	Libro	Viena-Austria	OPEC	1972	Primera	1	Bueno	
1494	2M-5E		Pts 14	F	F7	Petróleos	Selected documents of the International Petroleum Industry. Iraq and Kuwait. Pre-1966	Organización de Países Exportadores de Petróleo	Ingles	Libro	Viena-Austria	OPEC	1974	Primera	1	Bueno	
1495	2M-5E		Pts 15	F	F7	Petróleos	Selected documents of the International Petroleum Industry. Saudi Arabia. Pre-1966	Organización de Países Exportadores de Petróleo	Ingles	Libro	Viena-Austria	OPEC	1976	Primera	1	Bueno	
1496	2M-5E		Pts 16	F	F7	Petróleos	Selected documents of the International Petroleum Industry. 1967	Organización de Países Exportadores de Petróleo	Ingles	Libro	Viena-Austria	OPEC	1968	Primera	1	Bueno	
1497	2M-5E		Pts 17	F	F7	Petróleos	Selected documents of the International Petroleum Industry. 1968 	Organización de Países Exportadores de Petróleo	Ingles	Libro	Viena-Austria	OPEC	1969	Primera	1	Bueno	
1498	2M-5E		Pts 18	F	F7	Petróleos	Selected documents of the International Petroleum Industry. 1971	Organización de Países Exportadores de Petróleo	Ingles	Libro	Viena-Austria	OPEC	1973	Primera	1	Bueno	
1499	2M-5E		Pts 19	F	F7	Petróleos	Selected documents of the International Petroleum Industry. 1973	Organización de Países Exportadores de Petróleo	Ingles	Libro	Viena-Austria	OPEC	1975	Primera	1	Bueno	
1500	2M-5E		Pts 20	F	F7	Petróleos	Selected documents of the International Petroleum Industry. 1974	Organización de Países Exportadores de Petróleo	Ingles	Libro	Viena-Austria	OPEC	1976	Primera	1	Bueno	
1501	2M-5E		Pts 21	F	F7	Petróleos	O P E C  Past and Present	KUBBAH, A. A.	Ingles	Libro	Viena-Austria	OPEC	1974	Primera	1	Bueno	
1502	2M-5E		Pts 22	F	F7	Petróleos	National Petroleum Convention, Venezuela	Ministry of Mines and Hydrocarbons	Ingles	Libro	Caracas-Venezuela	Banknote Printing Company	1951	Primera	1	Bueno	
1503	2M-5E		Pts 24	F	F7	Petróleos	Estudio Integral de almacenamiento de crudo y derivados 1990-2000	PETROECUADOR	Español	Paper	Ecuador	S/E	1990	Primera	1	Bueno	
1504	2M-5E		Pts 25	F	F7	Petróleos	Estudio Integral de almacenamiento de crudo y derivados 1990-2000. Almacenamiento Refinerías, Segunda Parte	PETROECUADOR	Español	Paper	Ecuador	S/E	1990	Primera	1	Bueno	
1505	2M-5E		Pts 26	F	F7	Petróleos	Libro Tercero La Minería y el Petróleo.- Segunda Parte: Programa de Desarrollo del Petróleo	Junta Nacional de Planificación y Coordinación Económica	Español	Libro	Quito-Ecuador	S/E	1966	Primera	1	Malo	
1506	2M-5E		Pts 27	F	F7	Petróleos	Resumen de la Geología Petrolera de Bolivia.	Yacimientos Petrolíferos Fiscales Bolivianos	Español	Libro	La Paz-Bolivia	YPFB	1972	Primera	1	Malo	
1507	2M-5E		Pts 28	F	F7	Petróleos	Environmental Management Practice in Oil Refineries and Terminals. An Overview.	Programa de Naciones Unidas para el Ambiente	Ingles	Libro	N/A	UNEP	1987	Primera	2	Bueno	
1508	2M-5E		Pts 29	F	F7	Petróleos	USA Standard Method for measurement and calibration of upright cylindrical tanks	American Petroleum Institute	Ingles	Libro	New York-EEUU	ASTM	1965	Primera	1	Bueno	
1509	2M-5E		Pts 30	F	F7	Petróleos	En la lucha por el crudo 	ANDRADE NOBOA, J.	Español	Libro	Quito-Ecuador	Voluntad	1981	Primera	2	Bueno	
1510	2M-5E		Pts 31	F	F7	Petróleos	Guide to Refinery Operation Costs (Process Costimating)	NELSON, W.L.	Ingles	Libro	EEUU	The Petroleum Publishing Company	1970	segunda	1	Bueno	
1511	2M-5E		Pts 32	F	F7	Petróleos	L'Italia e il petrolio tra storia e cronologia	MAGINI, M.	Italiano	Libro	Italia	Ercole Cecconi	1975	Primera	1	Bueno	
1512	2M-5E		Pts 33	F	F7	Petróleos	Oil Program Investments	ANDERSON, T. E.	Ingles	Libro	EEUU	The Petroleum Publishing Company	1972	Primera	1	Bueno	
1513	2M-5E		Pts 34	F	F7	Petróleos	Petroleum Reservoir Engineering Physical Properties	AMYX, J. W., BASS, D. M. Jr., WHITING, R. L.	Ingles	Libro	EEUU	McGraw-Hill	1960	Primera	1	Bueno	
1514	2M-5E		Pts 35	F	F7	Petróleos	US Petrochemicals, Technologies, Markets, and Economics	BROWNSTEIN, A.M.	Ingles	Libro	EEUU	The Petroleum Publishing Company	1972	Primera	1	Bueno	
1515	2M-5E		Pts 36	F	F7	Petróleos	Domestic and Commercial Oil Burners	BURKHARDT, Ch.H.	Ingles	Libro	EEUU	McGraw-Hill	1961	Primera	1	Bueno	
1516	2M-5E		Pts 37	F	F7	Petróleos	Water Problems in Oil Production	CASE, L.C.	Ingles	Libro	EEUU	The Petroleum Publishing Company	1970	Primera	1	Bueno	
1517	2M-5E		Pts 38	F	F7	Petróleos	Applied Petroleum Reservoir Engineering	CRAFT, B.C., HAWKINS, M.F.	Ingles	Libro	EEUU	Prentice Hall, INC	1959	Primera	1	Bueno	
1518	2M-5E		Pts 39	F	F7	Petróleos	Management of Technical Field Operations (2 Ejemplares)	FARKAS, L.L.	Ingles	Libro	EEUU	McGraw-Hill	1970	Primera	2	Bueno	
1519	2M-5E		Pts 40	F	F7	Petróleos	La Energía y la crisis del poder imperial.	FERRARI, J. C.	Español	Libro	Argentina	Siglo Veintiuno	1975	Primera	1	Malo	
1520	2M-5E		Pts 41	F	F8	Petróleos	The Field Price Regulation of Natural Gas	HAWKINS, C. A.	Ingles	Libro	Florida-EEUU	Florida State University Press	1969	Primera	1	Bueno	
1521	2M-5E		Pts 42	F	F8	Petróleos	The Properties of Petroleum Fluids	McCAIN, W.D. Jr.	Ingles	Libro	EEUU	The Petroleum Publishing Company	1973	Primera	1	Bueno	
1522	2M-5E		Pts 43	F	F8	Petróleos	Refinación de Petróleos	NELSON, W.L.	Español	Libro	Barcelona-España	Reverté S.A	1958	Primera	1	Malo	
1523	2M-5E		Pts 44	F	F8	Petróleos	Fire-Fighting Hydraulics	PURINGTON, R. G.	Ingles	Libro	EEUU	McGraw-Hill	1974	Primera	1	Bueno	
1524	2M-5E		Pts 45	F	F8	Petróleos	Petroleum Refinery Engineering	NELSON, W.L.	Ingles	Libro	EEUU	McGraw-Hill	1958	cuarta	1	Bueno	
1525	2M-5E		Pts 46	F	F8	Petróleos	Fluid Flow A First Course in Fluid Mechanism	SABERSKY, R.H., ACOSTA, A.J., HAUPTMANN, E.G.	Ingles	Libro	New York-EEUU	The Macmillan Company	1971	segunda	1	Bueno	
1526	2M-5E		Pts 47	F	F8	Petróleos	The Middle East, Oil and the Great Powers	SCHWADRAN, B.	Ingles	Libro	Israel	Israel Universities Press	1974	Primera	1	Bueno	
1527	2M-5E		Pts 48	F	F8	Petróleos	Asphalt Pavement Engineering	WALLACE, H., MARTIN, J. R.	Ingles	Libro	EEUU	McGraw-Hill	1967	Primera	1	Bueno	
1528	2M-5E		Pts 49	F	F8	Petróleos	Geografía Económica del petróleo	ODELL, P.	Español	Libro	Barcelona-España	Oikos Tau S.A	1968	Primera	1	Bueno	
1529	2M-5E		Pts 50	F	F8	Petróleos	Energéticos: Panorama Actual y Perspectivas. Vol. 1	DEL CASTILLO, A. y Otros	Español	Libro	Mexico	Instituto Mexicano del Petróleo	1974	Primera	1	Bueno	
1530	2M-5E		Pts 51	F	F8	Petróleos	Mitos y realidades del Petróleo Mexicano Ayer, Hoy y Mañana	PAZOS, L.	Español	Libro	Mexico	Diana	1979	Primera	1	Malo	
1531	2M-5E		Pts 52	F	F8	Petróleos	La Nacionalización Petrolera: Visión de un Proceso	CALDERON BERTI, H.	Español	Libro	Caracas-Venezuela	Tecni Ciencia Libros S.A	1978	Primera	1	Malo	
1532	2M-5E		Pts 53	F	F8	Petróleos	Tres Décadas de Producción Petrolera	EGAÑA, M. E.	Español	Libro	Caracas-Venezuela	Tipografía Americana	1947	Primera	1	Malo	
1533	2M-5E		Pts 54	F	F8	Petróleos	Recursos de Hidrocarburos de Venezuela	MARTINEZ, A. R.	Español	Libro	Caracas-Venezuela	Tecni Ciencia Libros S.A	1972	Primera	1	Bueno	
1534	2M-5E		Pts 55	F	F8	Petróleos	El Cuadro Político del Petróleo Venezolano: Cambios y Oportunidades	PEÑALOZA, H.	Español	Libro	Caracas-Venezuela	Mito Juan	1970	Primera	1	Bueno	
1535	2M-5E		Pts 56	F	F8	Petróleos	Petróleo en Venezuela Ayer y Hoy	RODRIGUEZ, P.	Español	Libro	Caracas-Venezuela	Tecni Ciencia Libros S.A	1977	Primera	1	Bueno	
1536	2M-5E		Pts 57	F	F8	Petróleos	Aspectos y operaciones de la industria petrolera descritos con fines docentes.	SALAS, G.J.	Español	Libro	Caracas-Venezuela	Tecni Ciencia Libros S.A	1970	Primera	1	Malo	
1537	2M-5E		Pts 58	F	F8	Petróleos	ElementosTécnicos y Económicos de la Industria Petroquímica	VELASQUEZ, R.	Español	Libro	Caracas-Venezuela	Tecni Ciencia Libros S.A	1975	Primera	1	Malo	
1538	2M-5E		Pts 59	F	F8	Petróleos	Auge, Declinación y Porvenir del petróleo venezolano	VALLENILLA, L.	Español	Libro	Venezuela	Tiempo Nuevo S.A	1973	Primera	1	Bueno	
1539	2M-5E		Pts 60	F	F8	Petróleos	Petróleo venezolano Auge, Declinación y Porvenir	VALLENILLA, L.	Español	Libro	Venezuela	Tecni Ciencia Libros S.A	1975	Primera	1	Malo	
1540	2M-5E		Pts 61	F	F8	Petróleos	Sistemas complejos y gobernanza científica, tecnológica y corporativaa: Caso PETROECUADOR	ROMERO, A., SAÉNZ, M., JIMENEZ, E. 	Español	Libro	Ecuador	PETROECUADOR	2010	Primera	1	Bueno	
1541	2M-5E		Pf 01	F	F8	Perforaciones	Diamond Drill HandBook	CUMMING, J. D.	Ingles	Perforación	Ontario-Canada	J.K, Smit & Sons Diamond Products Limited	1969	Primera	1	Bueno	
1542	2M-5E		Pf 02	F	F8	Perforaciones	Perforaciones y Sondeos 	CAMBEFORT, H.	Español	Perforación	Barcelona-España	Ediciones Omega	1962	Primera	1	Bueno	
1543	2M-5E		Pf 03	F	F8	Perforaciones	Deep Borehole Surveys and Problems	HADDOCK, M. H.	Ingles	Perforación	EEUU	McGraw-Hill	1931	Primera	1	Bueno	
1544	2M-5E		Pf 04	F	F8	Perforaciones	Well Logging, Nº 1, SPE Reprint Series	Society of Petroleum Engineers  	Ingles	Perforación	EEUU	Society of Petroleum Engineers	1971	Primera	1	Bueno	
1545	2M-5E		Pf 05	F	F8	Perforaciones	Waterflooding, Nº 2a, SPE Reprint Series	Society of Petroleum Engineers  	Ingles	Perforación	EEUU	Society of Petroleum Engineers	1973	Primera	1	Bueno	
1546	2M-5E		Pf 06	F	F8	Perforaciones	Oil and Gas Property Evaluation and Reserve Estimates, Nº 3, Petroleum Transactions Reprint Series 	Society of Petroleum Engineers  	Ingles	Perforación	EEUU	Society of Petroleum Engineers	1970	Primera	1	Bueno	
1547	2M-5E		Pf 07	F	F8	Perforaciones	Well  Completions, Nº 5, SPE Reprint Series	Society of Petroleum Engineers  	Ingles	Perforación	EEUU	Society of Petroleum Engineers	1970	Primera	1	Bueno	
1548	2M-5E		Pf 08	F	F8	Perforaciones	Drilling, Nº 6, Petroleum Transactions Reprint Series	Society of Petroleum Engineers  	Ingles	Perforación	EEUU	Society of Petroleum Engineers	s/f	Primera	1	Bueno	
1549	2M-5E		Pf 09	F	F8	Perforaciones	Pressure Analysis Methods, Nº 9, SPE Reprint Series	Society of Petroleum Engineers  	Ingles	Perforación	EEUU	Society of Petroleum Engineers	1967	Primera	1	Bueno	
1550	2M-5E		Pf 10	F	F8	Perforaciones	Volume Requirements for Air & Gas Drilling	ANGEL, R.R.	Ingles	Perforación	Texas-EEUU	Gulf Publishing Company	1958	Primera	1	Bueno	
1551	2M-5E		Pf 11	F	F8	Perforaciones	Well Design: Drilling and Production	CRAFT, B.C., HOLDEN, W.R., GRAVES, E.D. Jr.	Ingles	Perforación	New Jersey-EEUU	Prentice Hall, INC	1962	Primera	1	Bueno	
1552	2M-5E		Pf 12	F	F8	Perforaciones	Petroleum Engineering Drilling and Well Completions	GATLIN, C.	Ingles	Perforación	New Jersey-EEUU	Prentice Hall, INC	1960	Primera	1	Bueno	
1553	2M-5E		Pf 13	F	F8	Perforaciones	An Introduction to Deep Water Floating Drilling Operations	HARRIS, L.M.	Ingles	Perforación	Oklahoma-EEUU	The Petroleum Publishing Company	1972	Primera	1	Bueno	
1554	2M-5E		Pf 14	F	F8	Perforaciones	Oil Well Drilling Technology	McCRAY, A. W., COLE, F.W.	Ingles	Perforación	Oklahoma-EEUU	University of Oklahoma Press	1959	Primera	1	Bueno	
1555	2M-5E		Pf 15	F	F8	Perforaciones	The Fundamentals of Well Log Interpretation	WYLLIE, M.R.J.	Ingles	Perforación	New York-EEUU	Academic Press	1963	tercera	1	Bueno	
1556	2M-5E		Pf 16	F	F8	Perforaciones	The History of Drilling Mud	BAROID DIVISION	Ingles	Perforación	Texas-EEUU	National Lead Company	1954	Primera	1	Bueno	
1557	2M-5E		Pf 19	F	F8	Perforaciones	Perforación en el mar.	CARNEIRO, L.	Español	Perforación	Buenos Aires-Argentina	Instituto Argentino del Petróleo	1976	Primera	1	Bueno	SEMINARIO
1558	2M-5E		C 01	F	F8	Ciencias	Introduction to  regional science	ISARD, W.	Ingles	Libro	New Jersey-EEUU	Prentice Hall, INC	1975	Primera	1	Bueno	
1559	2M-5E		C 02	F	F8	Ciencias	Elements of mechanism	SCHWAMB, P.	Ingles	Libro	New York-EEUU	John Wiley and Sons, INC	1905	Segunda	1	Malo	
1560	2M-5E		C 03	F	F8	Ciencias	Value engineering	MUDGE, A.	Ingles	Libro	EEUU	McGraw-Hill	1971	Primera	1	Bueno	
1561	2M-5E		C 04	F	F8	Ciencias	Analisis y diseño estructural	CASTILLO, H.	Español	Libro	Mexico	Representaciones y Servicios de Ingeniería S.A	1973	Primera	1	Bueno	
1562	2M-5E		C 05	F	F8	Ciencias	Atmospheres	WALKER, J.	Ingles	Libro	New Jersey-EEUU	Prentice Hall, INC	1972	Primera	1	Bueno	
1563	2M-5E		C 06	F	F8	Ciencias	The analysis of comunication content	GERBNER, G., HOLSTI, O., KRIPPENDORFF, K., PAILEY, W., STONE, P.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1969	Primera	1	Bueno	
1564	2M-5E		C 07	F	F8	Ciencias	From idea to working model	WILSON, I., WILSON, M.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1970	Primera	1	Bueno	
1565	2M-5E		C 08	F	F8	Ciencias	An introduction to scientific research.	WILSON, B.	Ingles	Libro	EEUU	McGraw-Hill	1952	Primera	1	Bueno	
1566	2M-5E		C 09	F	F9	Ciencias	The program of instruction in library schools	METCALF, K., RUSELL, J., OSBORN, A.	Ingles	Libro	Illinois- EEUU	University of Illinois Press	1943	Primera	1	Bueno	
1567	2M-5E		C 10	F	F9	Ciencias	Understanding evolution	ROSS, H.	Ingles	Libro	New Jersey-EEUU	Prentice Hall, INC	1966	Primera	1	Bueno	
1568	2M-5E		C 11	F	F9	Ciencias	Systems analysis for engineers and managers	NEUFVILLE, S.	Ingles	Libro	EEUU	McGraw-Hill	1972	Primera	1	Bueno	
1569	2M-5E		C 12	F	F9	Ciencias	El futuro del crecimiento demográfico. Alternativas hacia el equilibrio	FREJKA, T.	Ingles	Libro	EEUU		1974	Primera	1	Bueno	
1570	2M-5E		C 13	F	F9	Ciencias	New left review	Instituto de Altos Estudios Nacionales	Español	Libro	Quito-Ecuador	Instituto de Altos Estudios Nacionales	2014	Primera	1	Bueno	
1571	2M-5E		C 14	F	F9	Ciencias	New left review 1	Instituto de Altos Estudios Nacionales	Ingles	Libro	Quito-Ecuador	Instituto de Altos Estudios Nacionales	2015	Primera	1	Bueno	
1572	2M-5E		C 15	F	F9	Ciencias	New left review 2	Instituto de Altos Estudios Nacionales	Ingles	Libro	Quito-Ecuador	Instituto de Altos Estudios Nacionales	2015	Primera	1	Bueno	
1573	2M-5E		C 16	F	F9	Ciencias	Perforación de Exploración	VOZDVIZHENSKI, B.I., GOLUBINTSEV, O.N, NOVOZHILOV, A.A.	Español	Libro	Moscú-Rusia	Mir. Moscú	1982	Primera	1	Bueno	
1574	2M-5E		Bi 01	G	G3	Minería	Minería IberoAmericana Repertorio Bibliográfico y Biográfico Vol. I.  Hispano Americana 1942-1892	Instituto Tecnológico Geo-Minero de España	Español	Bibliografía	Madrid-España	Instituto Tecnológico Geominero de España	1992	Primera	1	Bueno	
1575	2M-5E		Bi 02	G	G3	Minería	Minería IberoAmericana Repertorio Bibliográfico y Biográfico Vol. II.  Hispano Americana 1942-1892 Suplemento	Instituto Tecnológico Geo-Minero de España	Español	Bibliografía	Madrid-España	Instituto Tecnológico Geominero de España	1992	Primera	1	Bueno	
1576	2M-5E		Bi 03	G	G3	Minería	Minería IberoAmericana Repertorio Bibliográfico y Biográfico Vol. III. Biografìas Mineras 1492-1892	Instituto Tecnológico Geo-Minero de España	Español	Bibliografía	Madrid-España	Instituto Tecnológico Geominero de España	1992	Primera	1	Bueno	
1577	2M-5E		Bi 04	G	G3	Minería	Minería IberoAmericana Repertorio Bibliográfico y Biográfico Vol. IV.  Iberoamericana 1893-1992	Instituto Tecnológico Geo-Minero de España	Español	Bibliografía	Madrid-España	Instituto Tecnológico Geominero de España	1992	Primera	1	Bueno	
1578	2M-5E		Bi 05	G	G3		Indice de libros LTM	WANTERS 	Ingles	Bibliografía	N/A	S/E	1981	Primera	2	Bueno	Catálogo de libros
1579	2M-5E		Bi 06	G	G3		Catalogo de información técnica	Corporación de Desarrollo e Investigación Geológico, Minero, Metalúrgica	Español	Catálogo	Ecuador	CODIGEM	1997	Primera	2	Bueno	
1580	2M-5E		Bi 07	G	G3		Catalogo de la biblioteca del CEPIS Tomo I	Red Panamericana de Información y Documentación en Ingeniería Sanitaria y Ciencias del Ambiente	Español	Catálogo	N/A	OMS	s/f	Primera	1	Bueno	
1581	2M-5E		Bi 08	G	G3		Catalogo de la bblioteca del CEPIS Tomo II	Red Panamericana de Información y Documentación en Ingeniería Sanitaria y Ciencias del Ambiente	Ingles	Catálogo	N/A	OMS	s/f	Primera	1	Bueno	
1582	2M-5E		Bi 09	G	G3		Acontrolled and structured vocabulary for information processing in the field of science and echnology for developpment. VOL 1	ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA EDUCACION, LA CIENCIA Y LA CULTURA	Ingles	Bibliografía	Francia	UNESCO	1985	Primera	1	Bueno	
1583	2M-5E		Bi 10	G	G3		Acontrolled and structured vocabulary for information processing in the field of science and echnology for developpment. VOL 2	ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA EDUCACION, LA CIENCIA Y LA CULTURA	Ingles	Bibliografía	Francia	UNESCO	1986	Primera	1	Bueno	
1584	2M-5E		Bi 11	G	G4		Banco central del Ecuador. Boletin 	BANCO CENTRAL DEL ECUADOR	Español	Boletin	Quito-Ecuador	BANCO CENTRAL	1950	Primera	2	Malo	Boletín 274 y Boletín 276-277
1585	2M-5E		Bi 12	G	G4		Anales 355	Universidad Central del Ecuador	Español	Revista	Quito-Ecuador	Universitaria	1977	Primera	1	Malo	Revista Informativa
1586	2M-5E		Bi 13	G	G4		Anales de la universidad de Cuenca, tomo XX N°3	Universidad de Cuenca	Español	Bibliografía	Cuenca-Ecuador	S/E	1964	Primera	1	Malo	
1587	2M-5E		Bi 14	G	G4		Una tares cumplida. Informe de labores	Universidad Central del Ecuador	Español	Bibliografía	Ecuador	Universitaria	1980	Primera	1	Bueno	Informe de labores del Rector Camilo Mena
1588	2M-5E		Bi 15	G	G4		Anales de la universidad de Cuenca, tomo XXXIV	Universidad de Cuenca	Español	Bibliografía	Cuenca-Ecuador	S/E	1979	Primera	1	Bueno	
1589	2M-5E		Bi 16	G	G4		Anales de la universidad de Cuenca, tomo XX N°2	Universidad de Cuenca	Español	Bibliografía	Cuenca-Ecuador	S/E	1964	Primera	1	Malo	
1590	2M-5E		Bi 17	G	G4		18 de marzo	Universidad Central del Ecuador	Español	Bibliografía	Quito-Ecuador	Universitaria	1967	Primera	2	Malo	
1591	2M-5E		Bi 18	G	G4		Colección documental de la Universidad Central del Ecuador	Universidad Central del Ecuador	Español	Bibliografía	Quito-Ecuador	Universitaria	1967	Primera	1	Malo	
1592	2M-5E		Bi 19	G	G4		Guía de lso fondos documentales del archivo nacional del Ecuador volumen 1	Consejo Nacional de Archivos	Español	Bibliografía	Quito-Ecuador	Casa de la Cultura Ecuatoriana	1994	Primera	1	Bueno	
1593	2M-5E		Bi 20	G	G4		Guía de lso fondos documentales del archivo nacional del Ecuador volumen 2	Consejo Nacional de Archivos	Español	Bibliografía	Quito-Ecuador	Casa de la Cultura Ecuatoriana	1994	Primera	1	Bueno	
1594	2M-5E		Bi 21	G	G4		Bibliografía Científica del Ecuador. Tomo IV	LARREA, C.	Español	Bibliografía	Quito-Ecuador	Casa de la Cultura Ecuatoriana	1953	Primera	1	Malo	
1595	2M-5E		Bi 22	G	G4		Anuario bibliografico ecuatoriano	BANCO CENTRAL DEL ECUADOR	Español	Bibliografía	Cuenca-Ecuador	BANCO CENTRAL	1984	Primera	1	Bueno	
1596	2M-5E		Bi 23	G	G4		Ecuador bibliografía analítica	BANCO CENTRAL DEL ECUADOR	Español	Bibliografía	Cuenca-Ecuador	Don Bosco	1982	Primera	1	Bueno	
1597	2M-5E		Bi 24	G	G4		Anuario bibliografico ecuatoriano	BANCO CENTRAL DEL ECUADOR	Español	Bibliografía	Cuenca-Ecuador	BANCO CENTRAL	1982	Primera	1	Bueno	
1598	2M-5E		Bi 25	G	G4		Consultoría para realizar el analisis y diseña del model conceptual, lógico y físico del banco del información geológica del Ecuador.BIGE	INSTITUTO NACIONAL DE INVESTIGACIÓN GEOLÓGICO MINERO METALÚRGICO	Español	Informe	Ecuador	INIGEMM	2013	Primera	1	Bueno	Informe de Consultoría BIGE
1599	2M-5E		Bi 26	G	G4		"Anuario ""La minería y el petróleo en el Ecuador"""	RIBADENEIRA, J.	Español	Anuario	Quito-Ecuador	Ministerio de Hacienda	1942	Primera	1	Malo	
1600	2M-5E		L 01	F	F9		 Ley de hidrocarburos	Miniserio de Energía y Minas	Español	Leyes	Quito-Ecuador	Ministerio de Energía y Minas	1994	Primera	1	Bueno	
1601	2M-5E		L 02	F	F9		Legislación Minera de América Latina Tomo I	Organización Latinoamericana de Energía	Español	Leyes	Quito-Ecuador	OLADE	1986	Primera	2	Bueno	
1602	2M-5E		L 03	F	F9		Legislación Minera de América Latina Tomo II	Organización Latinoamericana de Energía	Español	Leyes	Quito-Ecuador	OLADE	1986	Primera	2	Bueno	
1603	2M-5E		L 04	F	F9		Legislación Minera de América Latina Tomo III	Organización Latinoamericana de Energía	Español	Leyes	Quito-Ecuador	OLADE	1986	Primera	2	Bueno	
1604	2M-5E		L 05	F	F9		Legislación Minera de América Latina Tomo IV	Organización Latinoamericana de Energía	Español	Leyes	Quito-Ecuador	OLADE	1986	Primera	2	Bueno	
1605	2M-5E		L 06	F	F9		Legislación Minera de América Latina Tomo V	Organización Latinoamericana de Energía	Español	Leyes	Quito-Ecuador	OLADE	1986	Primera	2	Bueno	
1606	2M-5E		L 07	F	F9		Ley de hidrocarburos codifcada	Ministerio de Energía y Minas	Español	Leyes	Quito-Ecuador	Ministerio de Energía y Minas	1989	Segunda	1	Malo	
1607	2M-5E		L 08	F	F9		Ley de hidrocarburos 	Ministerio de Energía y Minas	Español	Leyes	Quito-Ecuador	Ministerio de Energía y Minas	1987	Primera	1	Bueno	
1608	2M-5E		L 09	F	F9		Doscientas millas de mar territorial ecuatoriano	MOLINA, F.	Español	Leyes	Quito-Ecuador	Armada del Ecuador	1974	Primera	2	Bueno	
1609	2M-5E		L 10	F	F9		La leche y sus derivados, su quimica, tecnología, análisis y legislación	MUÑOZ, J.	Español	Leyes	Quito-Ecuador	Casa de la Cultura Ecuatoriana	1978	Primera	1	Bueno	
1610	2M-5E		L 11	F	F9		Iniciación al estudio del derecho mercantil	MACIAS, M.	Español	Leyes	Quito-Ecuador	Corporación de Estudios y Publicaciones	1977	Primera	1	Bueno	
1611	2M-5E		L 12	F	F9		Ley de creación del inerhi, ley de aguas, reglamento de la ley de aguas.	CEVALLOS, M.	Español	Leyes	Ecuador	INERHI	1978	Primera	1	Bueno	
1612	2M-5E		L 13	F	F9		Mining act	Government of Ontario	Ingles	Leyes	Ontario-Canada	Queen´s Printer	1983	Primera	1	Bueno	
1613	2M-5E		L 14	F	F9		Mining Tax Act	Government of Ontario	Ingles	Leyes	Ontario-Canada	Queen´s Printer	1985	Primera	1	Bueno	
1614	2M-5E		L 15	F	F9		Ley de aguas y reglamento	Corporación de Estudios y Publicaciones	Español	Leyes	Quito-Ecuador	Corporación de Estudios y Publicaciones	1982	Primera	1	Malo	
1615	2M-5E		L 16	F	F9		Reglamento ambiental para actividades mineras en la República del Ecuador.	Ministerio de Energía y Minas	Español	Leyes	Quito-Ecuador	PRODEMINCA	1998	Primera	3	Bueno	
1616	2M-5E		L 17	F	F9		Ley de minería	Ministerio de Energía y Minas	Español	Leyes	Quito-Ecuador	PRODEMINCA	2001	Primera	3	Bueno	
1617	2M-5E		L 18	F	F9		Guía ciie de la minería argentina vol 1	Centro Internacional  de Información Empresarial	Español	Leyes	Buenos Aires-Argentina	Centro Internacional de Información Empresaria	1983	Primera	1	Bueno	
1618	2M-5E		L 19	F	F9		Guía ciie de la minería argentina vol 2	Centro Internacional  de Información Empresarial	Español	Leyes	Buenos Aires-Argentina	Centro Internacional de Información Empresaria	1983	Primera	1	Bueno	
1619	2M-5E		L 20	F	F9		Recursos geológicos legislacao	Secretaria de Estado de Energía	Portugues	Leyes	Lisboa-Portugal	Ministerio de Industria y Energía	1990	Primera	1	Bueno	
1620	2M-5E		L 21	F	F9		Estatutos y reglamentos	Camara de Industriales de Pichincha	Español	Leyes	Quito-Ecuador	S/E	1976	Primera	1	Bueno	
1621	2M-5E		L 22	F	F9		Gestión local paraicipativa: Estrategías básicas	TRUJILLO, M., DÍAZ, Z.	Español	Leyes	Quito-Ecuador	S/E	1995	Primera	1	Bueno	
1622	2M-5E		L 23	F	F9		El primer censo nacional de población del Ecuador.	Ministerio de Economía	Español	Leyes	Quito-Ecuador	Dirección General de Estadística y Censos	1950	Primera	1	Malo	
1623	2M-5E		L 24	F	F9		Ley de hidrocarburos	Ministerio de Energía y Minas	Español	Leyes	Quito-Ecuador	Ministerio de Energía y Minas	1987	Primera	3	Bueno	
